name,repository,pkg_mng
asciigraph,https://github.com/Yardanico/asciigraph,nimble
nshout,https://github.com/Senketsu/nshout,nimble
itchio,https://github.com/juancarlospaco/nim-itchio,nimble
tsv2json,https://github.com/hectormonacci/tsv2json,nimble
wavecore,https://github.com/ansiwave/wavecore,nimble
basedOn,https://github.com/KaceCottam/basedOn,nimble
nimarrow_glib,https://github.com/emef/nimarrow_glib,nimble
spfun,https://github.com/c-blake/spfun,nimble
minmaxheap,https://github.com/stefansalewski/minmaxheap,nimble
asyncmysql,https://github.com/tulayang/asyncmysql,nimble
circleci_client,https://github.com/FedericoCeratto/nim-circleci,nimble
simpledecimal,https://github.com/pigmej/nim-simple-decimal,nimble
easy_sqlite3,https://github.com/codehz/easy_sqlite3,nimble
